theta,revolution,displacement,velocity,acceleration_method1,acceleration_method2
468.6509040333797,1.301808066759388,-15.55873046824114,2266.4314661389963,147914.40287260638,144526.34168840025
469.65229485396384,1.3045897079276774,-15.759507840825963,2252.6590761388165,157104.70177709268,153506.1317148812
470.653685674548,1.3073713490959666,-15.95919118857135,2238.198893795555,166265.82858585418,162457.41784862007
471.6550764951321,1.310152990264256,-16.15771671734691,2223.0554090552996,175394.5198241021,171377.01136652264
472.65646731571627,1.3129346314325452,-16.35502085890477,2207.2333209006656,184487.49740491007,180261.70926805606
473.65785813630043,1.3157162726008345,-16.55104029370642,2190.737535764289,193541.47015592162,189108.29576698653
474.65924895688454,1.3184979137691237,-16.745711973840987,2173.573165876482,202553.1353852638,197913.54382142457
475.6606397774687,1.321279554937413,-16.938973146023358,2155.7455275479465,211519.1804857029,206674.2167012369
476.66203059805287,1.3240611961057025,-17.130761374661564,2137.260139388407,220436.2845760456,215387.06959185
477.663421418637,1.3268428372739915,-17.32101456498158,2118.1227204621114,229301.12017868733,224048.85123337372
478.66481223922113,1.3296244784422808,-17.509670986198252,2098.339188381122,238110.35493216972,232656.30559393164
479.6662030598053,1.3324061196105703,-17.69666929472003,2077.915657337401,246860.6533375054,241206.1735759848
480.6675938803894,1.3351877607788594,-17.881948557375573,2056.8584360746836,255548.67853698548,249695.19475439517
481.66898470097357,1.3379694019471489,-18.065448274649906,2035.174025801136,264171.094124117,258120.10914490535
482.67037552155773,1.3407510431154381,-18.247108403917302,2012.8691180438852,272724.56598324596,266477.65900162427
483.67176634214184,1.3435326842837274,-18.426869382658147,1989.950592446466,281205.76415738225,274764.5906420674
484.673157162726,1.3463143254520167,-18.60467215164706,1966.4255145102538,289611.36474267207,282977.6562982368
485.67454798331016,1.349095966620306,-18.78045817809861,1942.3011332810192,297938.05180788273,291113.61599213816
486.67593880389427,1.3518776077885952,-18.954169478757514,1917.5848789817119,306182.5193372227,299169.23943409976
487.67732962447843,1.3546592489568845,-19.12574864292008,1892.2843605925611,314341.47319476464,307141.30794219894
488.6787204450626,1.3574408901251738,-19.295138855372382,1866.4073633797468,322411.6331086367,315026.61638100486
489.6801112656467,1.360222531293463,-19.462283919232394,1839.961846373657,330389.7346731639,322821.97511785955
490.68150208623086,1.3630041724617523,-19.62712827868133,1812.9559397980202,338272.53136701405,330524.21199479705
491.682892906815,1.3657858136300418,-19.78961704157045,1785.3979424510283,346056.79658539424,338130.1743141913
492.68428372739913,1.3685674547983309,-19.949696001889343,1757.296319039625,353739.32568429236,345636.7308361732
493.6856745479833,1.3713490959666204,-20.107311662081063,1728.6596974681806,361316.9380346839,353040.77378578484
494.68706536856746,1.3741307371349096,-20.262411255190123,1699.496866082744,368786.4790846071,360339.22086782125
495.6884561891516,1.376912378303199,-20.41494276682895,1669.816770872,376144.8224269657,367529.0172872694
496.68984700973573,1.3796940194714882,-20.56485495694819,1639.628512626238,383388.87187085225,374607.1377731867
497.6912378303199,1.3824756606397774,-20.712097381396745,1608.9413440554092,390515.56351419585,381570.5886038733
498.69262865090406,1.3852573018080667,-20.8566204132569,1577.7646668675454,397521.86781545676,388416.4096311132
499.69401947148816,1.388038942976356,-20.998375263940062,1546.1080288087114,404404.7916620947,395141.6763012642
500.6954102920723,1.3908205841446453,-21.137314004029122,1513.9811206656057,411161.3804335126,401743.5016709477
501.6968011126565,1.3936022253129348,-21.27338958385235,1481.3937732321274,417788.72005611495,408219.038415035
502.6981919332406,1.3963838664812238,-21.40655585377533,1448.3559542409162,424283.9390481674,414565.48082466883
503.69958275382476,1.3991655076495133,-21.536767584196067,1414.8777652611457,430644.21055206575,420780.06679298135
504.7009735744089,1.4019471488178026,-21.663980485229374,1380.9694385636892,436866.7543516504,426860.079786201
505.702364394993,1.4047287899860916,-21.78815122606661,1346.6413339547507,442948.8388721869,432802.8507978237
506.7037552155772,1.4075104311543811,-21.909237453996536,1311.9039355791688,448887.78316061967,438605.76028350554
507.70514603616135,1.4102920723226704,-22.02719781307371,1276.7678486944653,454680.95884371584,444266.24007435597
508.70653685674546,1.4130737134909597,-22.141991962420846,1241.2437964167245,460325.79206172895,449781.775266309
509.7079276773296,1.415855354659249,-22.253580594151433,1205.3426164394373,465819.7653751965,455149.90608324535
510.7093184979138,1.4186369958275382,-22.361925450899495,1169.0752577263695,471160.4196425255,460368.2297115697
511.7107093184979,1.4214186369958275,-22.466989342943503,1132.452777179468,476345.3558660232,465434.4021039579
512.712100139082,1.4242002781641168,-22.568736164911364,1095.4863362829162,481372.23700405104,470346.1397500024
513.7134909596662,1.426981919332406,-22.66713091205402,1058.187197724312,486238.7897470106,475101.2214115183
514.7148817802504,1.4297635605006955,-22.762139696075273,1020.5667219939899,490942.8062548987,479697.4898202984
515.7162726008345,1.4325452016689846,-22.853729760505644,982.6363639634959,495482.14585419913,484132.8533361366
516.7176634214186,1.4353268428372739,-22.94186949560868,944.4076694441279,499854.7366919242,488405.287562984
517.7190542420028,1.4381084840055633,-23.026528452807863,905.8922717265702,504058.57734464976,492512.83692112647
518.7204450625869,1.4408901251738526,-23.107677358623185,867.1018881025158,508091.7383804435,496453.6161733371
519.721835883171,1.4436717663421417,-23.185288128106393,828.0483163691595,511952.3638716344,500225.81190299394
520.7232267037552,1.4464534075104312,-23.25933387776444,788.7434313175335,515638.6728564193,503827.6839422091
521.7246175243394,1.4492350486787204,-23.329788937960824,749.1991812055196,519148.96074736456,507257.5667480664
